Course,Course Title,Description,credit_hours,level
History,HIST 1705 Modern African History  (4 Credits),"This course is a survey and introduction to modern African history from the late 19th century to the present. We will explore the period of European colonialism and its postcolonial legacy, focusing on the experiences of Africans at this time. Themes addressed in this class will include gender, age, class, race and ethnicity, and the historical legacies of both the precolonial and colonial eras to the construction of the postcolonial nation-state. Assignments will be geared towards teaching students to think and write like historians, and understand the basic tenets of historical inquiry, such as how to use primary and secondary sources and differentiate between them, and construct a basic historical argument that advances historiographical understandings of the topic in question. This course counts toward the Analytical Inquiry: Society and Culture requirement.",4,Beginner
History,HIST 1715 Middle Passages: Atlantic World Migrations  (4 Credits),"Middle Passages examines first-hand accounts by enslaved people and enslavers, modern depictions, and analyses by historians in order to trace the origins, expansion, and decline of traffic in captive Africans in addition to its impact on four continents. The course seeks to answer, among others, the following questions: Why were Europeans in Africa? Why were Africans enslaved? What did African experience on the journey to slavery in the Americas? Which came first, racism or slavery? What is the middle passage? If we want to understand how the US (and not only the South), Western Europe, parts of Latin America, and much of Africa got to be how they are now, we need to know something of the human commerce that profoundly shaped them. In this course, students consider individual, national, and institutional experiences of the Middle Passage by exploring a textbook that overviews the histories of the trans-Atlantic Slave Trade and accounts from a series of primary sources.",4,Unknown
History,HIST 1850 20th Century LGBTQ History in the United States  (4 Credits),"This course uses a cultural history approach to explore the experiences of lesbian, gay, bisexual, transgender, and queer peoples in the “long twentieth century” (1880s-2010s) United States. This course counts toward the Analytical Inquiry: Society and Culture requirement.",4,Unknown
History,HIST 1988 Study Abroad Resident Credit  (0-18 Credits),,18,Unknown
History,HIST 2015 Ancient Greece  (4 Credits),A survey of the history of the Greeks and their civilization.,4,Unknown
History,HIST 2022 The Roman Empire  (4 Credits),"This course examines the history and culture of ancient Rome during the height of the empire. We look at political and military developments of Rome as it transformed from a republic into an imperial power. We also study social and cultural aspects of the Romans, who originally were simple pastoralists living along the Tiber but in time became the rulers of the entire Mediterranean region. This course counts toward the Analytical Inquiry: Society and Culture requirement.",4,Unknown
History,HIST 2030 Ancient Near East  (4 Credits),"This course traces the history of the ancient Near East from the earliest civilizations in the Fertile Crescent down through the Persian Empire.  Particular attention is given to the political, military, and social developments in the region as well as the cultural contributions of Mesopotamia to the history of the ancient Mediterranean world.",4,Unknown
History,HIST 2075 Nazi Art Looting  (4 Credits),"This course examines the history and legacy of Nazi art looting, which continues to impact museums and the art world today. We begin with an overview of plundering mechanisms used by the Nazis and their collaborators, and discuss restitution efforts since the end of the Second World War. Students carry out a research project focusing on a case study, working in small groups with other students. The work is interdisciplinary and experiential, with direct relevance to ongoing restitution cases.",4,Unknown
History,HIST 2105 The Dark Ages: Survey in Early Medieval History  (4 Credits),"This course is designed to introduce students to the societies and cultures of the pre-modern western world, beginning with the late Roman Empire and stretching to the year 1000, a period often referred to as the ""Dark Ages."" Throughout the semester we will read primary texts representative of ideas and historical developments that shaped the Early Middle Ages. Central to this course will be three major themes: the development of western Christianity, the ongoing struggle between centralizing governments and local powers, and the effects of cross-cultural contact on western society. As we examine topics such as the fall of Rome, the rise of the three great cultures of the early medieval period (Christendom, Byzantium, and the Islamic world), and the formation of kingdoms and states our readings and lectures will focus on one or more of these major themes as a way of approaching the complex and often unfamiliar pre-modern world. By analyzing and evaluating these texts and their authors we will gain a better understanding of the past and a clearer idea of how the institutions and ideas of the pre-modern world changed over time and how they continue to impact and influence modern societies.",4,Beginner
History,HIST 2106 The High Middle Ages: From Dark Age to Rebirth  (4 Credits),"This course is designed to introduce students to the societies and cultures of the pre-modern western world, beginning in the year 1000 and culminating in the end of the medieval period in 1453. The ""High Middle Ages"" was a period of tremendous development and innovation. The first universities appeared, men and women argued about belief and practice, traders and warriors forged new connections with the wider world, and the very structures of modern Europe appeared for the first time. As we examine topics such as the Crusades, heresy, popular revolt, and cross-cultural trade our readings, lectures, and discussions will examine how we can understand the development of ""Western"" civilization and the ways in which the medieval past continues to inform our modern lives.",4,Beginner
History,HIST 2120 Europe in the Renaissance/Reformation  (4 Credits),"Social, political, intellectual and cultural history.",4,Unknown
History,HIST 2125 Cold War Europe  (4 Credits),"Examines key issues in the history of Europe from the end of the Second World War to the disintegration of the Soviet Union.  The clash of twentieth-century ideologies provides a framework for understanding European relations with the United States and the Soviet Union, along with broader political and cultural trends, decolonization, economic and social change, and class, gender, and race relations.",4,Unknown
History,HIST 2131 Early Modern Europe: 1600-1789  (4 Credits),"Social, political and intellectual history of Europe during period of the Old Regime and Enlightenment.",4,Unknown
History,HIST 2132 19th-Century Europe  (4 Credits),"Social, political and intellectual patterns from French Revolution to outbreak of World War I.",4,Unknown
History,HIST 2210 The French Revolution and Napoleon  (4 Credits),"This course examines the many ways in which the French Revolution and Napoleonic period (1789-1815) marked a significant break with the past--politically, socially and culturally. Yet these changes could not occur with some continuity in social and political institutions. We will work to answer a central question: as Napoleon dominated most of the European continent militarily and established a dictatorship at home, to what degree was he promoting ideals of the Revolution?.",4,Unknown
History,HIST 2320 US Foreign Policy in the Middle East  (4 Credits),"This course aims to introduce students to both Middle Eastern history and American Foreign Policy by exploring the politics and culture of U.S. involvement in the Middle East in the post-WWII period. In doing so this course pays special attention to the impact of the Cold War in the Middle East, American policy towards the Arab-Israeli conflict, the role of oil in American foreign policy, American responses to the rise of Islamist movements, the impact of media and culture on the formulation of America’s Middle Eastern policies, and U.S. relations with dictatorial governments in the Middle East. This course counts toward the Analytical Inquiry: Society and Culture requirement. Cross listed withJUST 2320.",4,Beginner
History,"HIST 2335 Early Islamic Empires in Comparative Perspective, 632 CE - 1300 CE  (4 Credits)","This course looks at the social, economic, political, and environmental histories of Islamic empires from the 7th through the 13th centuries CE. In doing so, this course also examines how early Islamic empires ruled over both Muslim and non-Muslim, especially Christian and Jewish, populations. Additionally, this course aims to compare these Islamic empires with non-Islamic Afro-Eurasian empires from the same general time periods. Students should be aware that this course will not cover every early Islamic empire but will adopt a case-study approach, meaning the professor will select key empires to examine.",4,Unknown
History,HIST 2400 Women in European History: 1800-Present  (4 Credits),"A survey of women in the modern age.  Topics include women's work, sexuality, cultural movements, feminism and domestic life.",4,Unknown
History,HIST 2401 European Women's History: 1500-1800  (4 Credits),"Changes and continuities in women's experiences during the early modern period, as well as changing ideas about gender; family, work, religion, sexuality, political power.",4,Unknown
History,HIST 2450 History of the Italian Mafia  (4 Credits),"For two centuries, an entity called ""Costa Nostra"" has dominated the histories of Sicily and Italy.  Costa Nostra has long been a shadowy and poorly-understood organization, yet it has changed the world in dramatic and unexpected ways.  In this class, students learn what the Italian Mafia is and explore its history in Italy, particularly the Mafia's developing relationship to the law, the Italian government, and Sicilian culture.  Students examine the nineteenth-century origins of the Mafia as well as the more recent ""Mafia Wars"" (1962-69 and 1970-82) that rocked Italy and resulted in the first widespread prosecution of Mafiosi.  The recent trials of notorious Mafiosi have led to political scandal and charges of conspiracy, collaboration, and cover-up at the highest levels of Italian government.  Lastly, students learn about the efforts of the Anti-Mafia movement to reform and redirect Italian and Sicilian culture and society.",4,Unknown
History,HIST 2510 American History to 1789  (4 Credits),"Encounters between Native Americans, Europeans, and Africans in the American colonies; the Revolution, the confederation period; the framing and adoption of the Constitution.",4,Unknown
History,HIST 2520 American History: 19th Century  (4 Credits),Establishment and development of new nation; emphasis on political history; experience in analysis of source materials.,4,Unknown
History,HIST 2525 Great Depression in America  (4 Credits),"This course will investigate the social, political, economic, and cultural dimensions of the Great Depression in America.  Students will be exposed to a variety of sources, including photographs, posters, film, fiction, and documentaries, as well as more traditional historical sources, both primary and secondary.",4,Unknown
History,HIST 2530 American History: 20th Century  (4 Credits),"This course surveys the major political and social developments in the United States since the turn of the century, including the Progressive Movement, World War I, the Depression and New Deal Liberalism, World War II, the Cold War and American internationalism, the Civil Rights Movement and the growth of feminism, the Great Society, the Vietnam War, and the Watergate crisis.",4,Unknown
History,HIST 2531 Twentieth Century Native American History  (4 Credits),"This class reviews Native history from the late 19th century to the present, focusing on the interplay between large institutions and structures – such as federal and state governments, or the US legal system – and the lived, local experience of tribal communities. The major themes followed throughout the course of the semester include: place, space, and indigeneity (indigenous identity).",4,Unknown
History,HIST 2541 The Roots of Modern America  (4 Credits),"This course surveys one of the most tumultuous periods in U.S. history, one that encompassed industrialization, massive immigration, urbanization, settlement in the American west, and the confrontation between Victorian and Modern culture.  Special attention is paid to asking how political, cultural, and social dissent has been defined through time.  Topics include Darwinism and social Darwinism, capitalism and its dislocations, agrarian and labor radicalism, cultural and political radicalism, the progressive movement, feminism, the home front during World War I, and the aftermath of the war.",4,Unknown
History,HIST 2551 The American West Since 1860  (4 Credits),"Everyone knows the romantic and violent mythology of the Old West: cowboys and Indians, lawmen and gunslingers, trappers, miners, railroaders, homesteaders. This course explores the history behind the myths. Sweeping from the Civil War era to the resorts and suburb of today's West, we follow such themes as the history of western land and resource use; the migration of peoples and the communities they created; the story of racial, religious, cultural, and political conflict; and the significance of those famous western myths to the nation as a whole.",4,Unknown
History,HIST 2555 United States Since 1945  (4 Credits),"This course examines the social, cultural, economic and political developments that have shaped life in the United States since the 1940s. Special attention is given to the Cold War, suburban America, the civil rights movement, social conflict in the 1960s, and the rise of postwar conservatism.",4,Unknown
History,HIST 2565 The Church in American History: Challenges and Changes in the Protestant Tradition  (4 Credits),"For most of its history, a Protestant majority dominated religion in America. At times, Protestants seized new opportunities to shape and reshape the course of the nation. At other times, influence waned and tensions mounted. This course surveys the history of religion in the U.S. with a primary focus on the challenges and changes within the Protestant church as it has navigated a shifting and increasingly pluralistic culture. We explore how the faithful--from John Winthrop to the modern day evangelicals--have attempted to create a ""city upon a hill"" through their beliefs, practices, movements, and institutions. Special attention is given to Puritanism, disestablishment, revivalism, Mormonism, the Civil War, the Social Gospel, fundamentalism, civil rights, modern evangelicalism, and pluralism. Cross listed with RLGS 2565.",4,Unknown
History,HIST 2570 Civil War & Reconstruction  (4 Credits),"This course covers the causes and consequences of the most important conflict in American history.  We will investigate the problem of slavery, the question of states' rights, the sectional crisis, the experience of war, the role of Lincoln, the struggle over reconstruction, and the meaning and memory of the war in American life.",4,Unknown
History,HIST 2575 Disease in Early America  (4 Credits),"Scholars have recently focused their attention on the way that diseases - Yellow Fever, Smallpox, Measles, Malaria - shaped the social and political landscapes of early America. In this course, we take up this investigation by examining both the diversity and pervasiveness of disease and the ways that non-human agents such as pathogens and insects had a destructive impact on African, European, and Indian peoples and influenced the course of events in early America. Our study therefore ranges from the virgin soil epidemics that decimated indigenous peoples to how smallpox outbreaks affected the Revolutionary conflict. In addition to examining the medical discourse of causes, symptoms, and treatments, we consider how disease influenced perceptions of personal and familial interactions, race and class relations, community and public health, and national culture and literature. For our investigation, we pay particular attention to the 1793 Yellow Fever outbreak in Philadelphia.",4,Unknown
History,HIST 2630 American Women's History  (4 Credits),"This course is a survey of U.S. women's history from the colonial period to the present.  It examines the social, cultural, economic, and political developments shaping American women's public and private roles over several centuries, in addition to the ways in which women gave meaning to their everyday lives.  Particular attention is paid to the variety of women's experiences, with an emphasis on the interplay of race, class, ethnicity, and sexuality. Cross listed with GWST 2630.",4,Unknown
History,HIST 2640 Race and Ethnicity in Twentieth Century America  (4 Credits),"This course will examine America through its cultural and racial diversity, comparing and contrasting the historical experiences of African Americans, Latina/os, European Americans, and Asian Americans over the ""long"" twentieth century. Together we will investigate the ways in which major events and episodes in the century affected a variety of racialized populations, and how these groups responded to their social and political environment. Attention will also be paid to changes in ""American"" national identity and citizenship over time, helping students think about such questions as: who is an ""American""? And how did that definition change over time? How did debates over citizenship reflect Americans' ideas of race, class, ethnicity, and gender? How were racial and ethnic minorities, women, and immigrants defined at various times in opposition to  Americanness?.",4,Unknown
History,HIST 2645 Immigration in Twentieth Century America  (4 Credits),"Immigration holds a peculiar place in our national narrative. At the same time that the United States celebrates its identity as a self-proclaimed ""nation of immigrants,"" immigration policy and the presence of diverse peoples from around the world have historically generated intense battles over identity, national security, and civic belonging. This service-learning history course examines major topics in 20th century U.S. immigration history. Utilizing a thematic and comparative approach, we will explore how immigration and immigrants have shaped the social, political, and economic contours of American life, and how discourses of race, gender, sex and class have determined how Americans conceive of immigrants and of the nation. As part of their service-learning curriculum, students will examine salient issues in political discourse today—including xenophobia, detention and deportation policy, border policing, and the human side of the immigration debate—by volunteering with Casa de Paz, an Aurora, Colorado non-profit organization that offers support to migrants recently released from detention.",4,Unknown
History,HIST 2680 Historical Memory  (4 Credits),Why do successive generations rewrite the stories that teach Americans their history?  Why do various social groups endorse alternate versions of past occurrences?  This course explores the idea of historical memory by examining the narratives (stories) that have been composed about our country’s past and how these stories have been revised over the years. We will focus on several major symbols of the American past and the narratives that have developed surrounding them.  Our goals are to understand how and why these sites of memory have been interpreted and reinterpreted over the years.,4,Unknown
History,HIST 2701 Topics in History  (2-4 Credits),,4,Unknown
History,HIST 2702 Topics in History  (2-4 Credits),,4,Unknown
History,HIST 2703 Topics in History  (2-4 Credits),,4,Unknown
History,HIST 2710 From Sea to Shining Sea: Nature in American History to 1900  (4 Credits),"In ways often hidden or ill understood, natural and environmental factors powerfully shaped the history of America from colonial times to the nineteenth century. In this course, we consider how natural resources like fish and forests became the basis for European empire-building; how colonists, Indians, slaves, settlers, and industrialists all acted to transform the landscapes and ecosystems of North America; and how ideas about nature helped mold the market economy and an emerging sense of American national identity. This course counts toward the Analytical Inquiry: Society and Culture requirement.",4,Unknown
History,HIST 2720 Paved Paradise? Nature and History in Modern America  (4 Credits),"Oil drilling and outdoor recreation, ""medical miracles"" and natural disasters, the making of national parks and suburban landscapes, and political battles over pollution, property rights, energy, wilderness, endangered species, and toxic waste all belong to the environmental history of the recent U.S. In this class we explore that history, weighing how Americans from the late nineteenth century to the present day have thought about nature, modified and made use of it, and competed for control of resources and land.",4,Unknown
History,HIST 2850 Imperial China  (4 Credits),"In this class, students learn about change and continuity in imperial China, from the third century BC to 1911 AD. Over the course of this more than two thousand years, what we refer to as ""China"" changed a great deal politically, economically, and socially. We will explore many of these changes, while at the same time keeping an eye on the continuities that continued to characterize the place and its people over the long term.",4,Unknown
History,HIST 2870 Modern China  (4 Credits),"In this class we focus on China from the nineteenth century to the present. We examine historical change and continuity, including the revolutions that created the Republic of China and the People's Republic of China, the transformation of traditional values, economic liberalization in the post-Mao Zedong era, and the challenges that China has faced in recent years.",4,Unknown
History,"HIST 2885 Migration, Mobility, and Movement in Africa  (4 Credits)","This course will span the precolonial, colonial, and postcolonial eras of African history to consider narratives of historical migration within and beyond the continent. Central to these narratives are ideas of indigeneity and foreignness, firstcomer and newcomer status, articulated in the colonial and postcolonial period as differences of race and ethnicity. Through this course, students will be introduced to the historiography of migration in Africa, as well as theories and methodologies based on linguistics, oral traditions, and archaeology. We will begin with the Bantu expansion patterns of second millennium BCE up to 1500 CE, considering the linguistic trajectory that this migration took in considering the origins of modern language groups on the continent. We will then move on to Indian and Atlantic Oceanic networks of trade and migration, including the slave trades that led to the dispersion of peoples both within and outside of the continent, and the creation and recreation of kinship groups and polities. We will consider the history of the mfecane in southern Africa, or the period of dispersal and warfare that led to wide-scale migration throughout the region in the nineteenth century. We will also explore the histories of migration to the continent by European colonizers as well as the settlement of communities from the Middle East and South Asia as part of systems of indentured labor as well as free migration. Finally, this course will take a look at contemporary issues of citizenship and xenophobia in postcolonial nations. All required readings for the course will be posted online.",4,Beginner
History,HIST 2910 Colonial Latin America  (4 Credits),"This course explores the encounters, struggles and realignments of Europeans and Native Americans in the process of conquest and colonization, the development of political, economic, and religious institutions, the racial and gender hierarchies that emerged in colonial society, the strategies of resistance and accommodation to Spanish and Portuguese colonial rule, and the origins, process and outcomes of the wars of independence. This course counts toward the Analytical Inquiry: Society and Culture requirement.",4,Unknown
History,HIST 2920 The Making of Modern Latin America  (4 Credits),"This is a general and introductory course of the history of Latin America that pays special attention to the modern period (19th and 20th centuries). The course is structured around themes dealing with the region's colonial legacy, economy, social life, politics, processes of modernization, urbanization, revolution, the quest for democracy and national development, and contemporary achievements and challenges.  While much of Latin America's history has been a tale of violence and suffering, it has also been a story of great perseverance and self-affirmation. Using a historical perspective, the course seeks to understand how and why the struggle for independence, nation-building, economic growth, and social justice in the region has raged on for so long, and where it stands today. This course counts toward the Analytical Inquiry: Society and Culture requirement.",4,Beginner
History,HIST 2930 From Tenochtitlan to A Global City: Urban Landscapes in the Making of Modern Mexico  (4 Credits),"This course is an intensive examination of the past and present of one of the most fascinating cities in the world, Mexico City. Paying particular attention to space and place, we will examine the historical processes (political, intellectual, ecological, social, and cultural) that are manifest in the urban development of the megacity. By taking this class in Mexico City, students will be able to visit each of these locations, as well as several other significant museums and archaeological sites. Similarly, by engaging in an in-depth reflection structured along textual, visual, and in-sight materials and experiences, students will be invited to reflect about matters of change and continuity as well as how national socio-political trends are reflected in local contexts, thus also learning to reflect about the interpretive relationship between the micro-macro levels of analysis.",4,Unknown
History,HIST 2940 Sports and Empire  (4 Credits),"This course will look at the history of sports and colonialism over the past two centuries, considering the ways in which imperialism led to the dissemination of Western sporting traditions and culture to the global south, focusing in particular on British and French colonies in Africa and Asia (although we also take a few trips to the Caribbean, too). Each week, we will look at the history of a different sport, including cricket, tennis, soccer, golf, rugby, and hockey, and explore the intersection of race, class, and gender in how these sports were played and transformed in the imperial world. We will consider the ways in which sport was used not only as an element of the racialized “civilizing” mission of imperial ventures, but also how sport was coopted by indigenous populations to resist colonial structures of segregation and oppression. This class will ask us to reconsider the intersections and divergences in the way sports are both played and viewed by national sporting teams, local leagues and schools, and transmitted to audiences through live viewing, television, radio, and other forms of media. We will also look at the representations of sports and colonialism through films, fiction, and television shows. Finally, we will analyze the postcolonial legacies of colonial sporting cultures after decolonization, looking at the ways in which countries in the global south have taken over transnational leagues and institutions to make what were once colonial and European-dominated sporting cultures their own.",4,Unknown
History,HIST 2945 Slavery and Samba: Race and Ethnicity in the Making of Modern Brazil  (4 Credits),"This is a survey history course focused on how race and ethnic relations helped shape the historical formation of the Brazilian society. The course offers students an opportunity to study the historical evolution of Brazil, from the colonial period to the present day, as a way to understand how the historical exclusionary economic, political, and social structures of the country were shaped by racial elements, as well as how traditionally excluded groups have historically coped with and reacted to this reality.",4,Unknown
History,HIST 2950 U.S. and Latin American Relations: The Historical Struggle for Autonomy  (4 Credits),"This course examines how Latin American nations have tried to maneuver in the world sphere under the dominant role played by the United States in the hemisphere. Latin American countries and the United States have had a complex and, at times, difficult relationship that dates back to the early nineteenth century. In response to the challenges of this complicated relationship, Latin American nations have adopted a range of strategies to deal with the United States, most of which are examined in this course.",4,Unknown
History,HIST 2955 Latin America at the Movies  (4 Credits),"This is an introduction to the experiences of Latin America primarily aimed at reflecting about the process of formation of present-day Latin American societies, and secondly at motivating students to reflect about the historical evolution of multi-racial, multicultural societies in general. The activities for the course are structured around themes dealing with the region’s historical evolution and the present-day challenges of building a modern, developed and egalitarian society. This course counts toward the Analytical Inquiry: Society and Culture requirement.",4,Beginner
History,HIST 2988 Study Abroad Resident Credit  (0-18 Credits),,18,Unknown
History,HIST 2990 What is History?  (4 Credits),"Introduction to historical concepts, methodologies and historiography. Intended for history majors who will take Senior Seminar the following fall.",4,Beginner
History,HIST 2998 Issues in Comparative History  (4 Credits),"This is a team-taught course in comparative (either geographical or temporal) history.  Each time it is taught, it addresses a particular theme or topic from a comparative approach.  Students are exposed to different approaches to the study of history, as embodied in the work of the individual faculty members.",4,Unknown
History,HIST 3100 Cities and Society in Latin America  (4 Credits),"This course approaches the history of Latin America through the prism of its cities, paying particular attention to the ways in which the urban environment defined and was affected by the regional path of socio-economic and cultural development. In addition to examining how cities evolved, and how people have therein lived (worked, engaged in political activities, etc.), we seek to understand how cities were historically conceived as a primary focus of public policies and projects to the goal of modernization in the region.",4,Unknown
History,HIST 3275 The Past and Afterlives of Apartheid  (4 Credits),"In 1948, after a close election, a government founded on the platform of apartheid, or a radical form of racial segregation, came into power in South Africa. Apartheid as a system remained in place until 1994. This seminar delves into the roots and trajectory of apartheid, and considers its effects on the lives of South Africans. As a 3000-level topics course, the readings for this course will be interdisciplinary, but will be founded in historical methodology and process, while also considering representations of apartheid and the history of South Africa through mediums such as literature, film, music, and sports. While the origins and institutions of apartheid will be studied, as well as the history of South African nationalist and resistance movements, one of the goals of this course will be to look at the lives of ordinary South Africans, and how they resisted the apartheid state in more quotidian ways. This course will also focus on the moment of 1994 and the legacy of apartheid in South Africa’s postcolonial future, one in which the ideal of a rainbow nation was disrupted by the persistence of structural inequality and the memories of violence brought up by the Truth and Reconciliation Commission. We will also explore the comparative literature between apartheid South Africa and Jim Crow in the United States, considering the transnational implications of institutions of white supremacy and the legacy of British colonialism and white nationalism across the globe, as well as the fight against apartheid led by the independent nations of the global south in the United Nations.",4,Unknown
History,HIST 3335 The Viking World  (4 Credits),"In the late eighth century Europe was rocked by the first of the Viking attacks. Over the next two centuries they left a legacy that has been immortalized in books, TV shows, and movies. But what drove these renowned seafarers to set sail from Scandinavia to shores as far as North America and the Black Sea? In this course we will examine the world of the Vikings, looking at the social, cultural, and political changes that the Viking Age ushered in not just in Scandinavia but across Europe. We will discuss how raiding and trade went hand in hand, how new ideas of kingship and worship crossed cultural boundaries, and the ways in which history and legend overlap, coloring our ideas of the medieval past.",4,Unknown
History,HIST 3340 Popular Culture in Early Modern Europe  (4 Credits),"Early modern European popular culture including witch-craft, magic, fertility cults, popular religion, gender roles, carnivals and festivals, riots, and folktales.",4,Unknown
History,"HIST 3345 Women and Gender in Early Modern Europe, 1500-1800  (4 Credits)","It is easy to assume that today's ideas about gender roles have always existed, but beliefs about women's and men's ""natural"" behavior have changed dramatically over time. In 1500, for instance, it was a well-known fact that women are sexually voracious creatures who needed strict control to keep their appetites in check; by 1800, it was an equally well-known fact that women are inherently chaste and modest. The ideal male in 1500 was someone who used violence to maintain his authority; in 1800, masculinity was about self-discipline and politeness. In this course, we explore changing ideas about femininity and masculinity in the early modern period and consider how those changes related to broader shifts in culture and society.",4,Unknown
History,HIST 3350 Social History-Modern Britain  (4 Credits),"This course investigates the intersections of class, gender, and race in nineteenth-century British society. During this period, Britain became the preeminent world power thanks to its spectacular industrialization and its even more impressive empire. Such success often fostered smugness and complacency, yet British society was also riddled with dissension as people struggled to cope with the enormous changes they were witnessing. Discussions focus on the ways in which Victorian people themselves understood their society and its problems, and how they attempted to construct solutions to those problems. Who was implicitly or explicitly excluded from British society? As we consider these topics, we use a variety of secondary and primary sources, including fiction; one goal of the course is for us to think about how to integrate different kinds of sources as we analyze historical problems and create our own interpretations. Cross listed with MUAC 3350.",4,Unknown
History,HIST 3355 Latin America's Cold War  (4 Credits),"The Cold War is usually thought of as a conflict between superpowers in a bipolar world. Often, this interpretation omits the important histories of non-industrial or developing countries. This course will explore the experiences of Latin America during on the most important and impacting socio-political, economic, ideological, cultural, and diplomatic contests ever faced by human societies. The course will explore the motives and consequences of the US government’s actions to counter the perceived Communist threat, as successive administrations expanded intelligence gathering, increased military and economic aid, backed anti-communist government in Latin America, and used US troops in direct military interventions. Students will engage with materials and learn about the interaction between historical experiences taking place in a global, regional, national, and local realities. In so doing, the history of the Cold War will be examined as a complex web or interrelated conflicts, projects and events. Students will get an overview of the events and major interpretations of the Cold War in Latin America. By engaging with class materials and assignments, students will refine their analytical skills, research abilities, historiographical knowledge and narrative expressions.",4,Unknown
History,HIST 3370 Comparative Fascism in Europe  (4 Credits),"A comparative survey of fascist Italy and Nazi Germany, from the origins of fascist movements in the 19th century to the establishment of political regimes, World War II and the Holocaust.",4,Unknown
History,HIST 3372 Nations and Nationalism  (4 Credits),"This seminar will focus on the twin processes of nation- building and nationalism in Europe. We will look at how the idea of an organized nation-state took root and how people came to think of themselves as belonging to a particular nation. We will examine these processes by using different national examples and by taking a variety of approaches--cultural, social, political--to understanding what a nation is.",4,Unknown
History,HIST 3375 Empire: Revolt and Repression  (4 Credits),"This seminar examines imperialism through case studies of European powers' repression of anti-colonial revolts. We study, for example, the case of Algeria, which gained independence from France in 1962 after a brutal war of independence. We discuss the establishment and nature of the empire in the mid-nineteenth century, the moderate decolonization movement beginning in the early twentieth century, and the radical revolt of the 1950s that prompted the French to use torture in counter-terrorism operations.  This case study also is relevant to post-9/11 U.S. foreign policy, when the George W. Bush administration was widely condemned for its use of ""enhanced interrogation techniques"" at Guantanamo Bay and other detention sites. Facing criticism from around the world, Secretary of Defense Donald Rumsfeld studied the history of French operations in Algeria and the French response to allegations of human rights abuses. In light of this recent history, we examine the lessons that the history of French Algeria teaches us about war, terrorism and counter-terrorism in our own times.",4,Unknown
History,HIST 3380 WWII History and Memory in France  (4 Credits),"This seminar examines the history and memory of World War II in France. We discuss French collaboration with the Nazis and resistance, investigating myths and reality, as documented in historical research. Students analyze a variety of sources, such as diaries, memoirs, poetry, monuments, films, and media broadcasts.",4,Unknown
History,HIST 3455 Living Dangerously: Hazards and Disasters in American History  (4 Credits),"Monster storms, deadly pandemics, climatic doomsday scenarios, tragic accidents like the Titanic: our news, popular culture, and national nightmares are filled with imagery of disasters. They make for upsetting and almost irresistibly gripping stories, but the stories too often fall into cheap sensationalism, simplistic morality tales, and other clichés. In this seminar, sweeping from pre-Columbian calamities to Hurricane Katrina, covid, and the climate disasters of our own time, we’ll move past the clichés to consider the historical significance of disasters in America: how they’ve disrupted people’s lives, but also reshaped ideas of what’s “natural” or “normal.” We’ll ask: what roles have humans played in “natural” disasters like floods, droughts, wildfires, and earthquakes? How have Americans tried to guard against environmental hazards, and what unintended consequences—including new kinds of disasters—have resulted from these efforts? We’ll also study why some people are more vulnerable than others, and how environmental hazards and disasters have helped shape social inequality. Disaster history not only sheds new light on America’s past, but also intertwines it with environmental questions that are literally matters of life and death—so the class welcomes students of history, environmental studies, sustainability, politics and public policy, geography, and other fields too.",4,Unknown
History,HIST 3510 American Revolution and Its Background  (4 Credits),"Causes, progress, consequences and significance of movement for independence in light of American colonial experience and problems of imperial authority.",4,Unknown
History,HIST 3570 American Thought and Culture  (4 Credits),"This course exposes students to writers, artists, philosophers, and reformers who have addressed some of the major intellectual and cultural transformations related to modernity: the problems of knowledge and communication, the struggle to achieve a democratic and equal community, and the endeavor to build a national culture.",4,Unknown
History,"HIST 3620 United States Involvement in the Persian Gulf, 1933-Present  (4 Credits)","This course looks at U.S. involvement in the Persian Gulf from the initial search for oil in Saudi Arabia up until the so-called “Arab Spring”.  The main focus of the course is on U.S. relations with Saudi Arabia, Iran, and Iraq although Kuwait and other Gulf States, as well as broader regional developments, will also be discussed.  Emphasis is placed on developments related to the free flow of oil during the Cold War and increasing U.S. involvement in the region following the first Gulf War of 1991.",4,Unknown
History,HIST 3650 Native Crude: Indigenous Oil Politics and Activism  (4 Credits),"The extraction and development of oil resources is one of the central issues driving U.S. geopolitical policy in the late 20th and early 21st centuries. As the U.S. government engages in covert and overt overseas incursions in order to secure oil supply, we have also reevaluated our domestic supply priorities. Both these dynamics-- as well as the work by multinational oil companies to continually explore and develop/exploit new oil resources-- have led to fraught negotiations between states, multinational corporations, and indigenous populations across the globe. This course explores the history of such past and present negotiations using books, articles, and documentary films.",4,Unknown
History,HIST 3670 The U.S. Home Front in World War II  (4 Credits),"This course examines the social changes taking place on the U.S. home front between the late 1930s and 1940s, including an investigation of the effects of war on American government, society, culture, and economy.  Particular attention is paid to the war's impact on gender, ethnicity, race, and everyday people's lives.",4,Unknown
